date,country,state,county,fips,lat,long,locationId,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,actuals.hospitalBeds.typicalUsageRate,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,actuals.icuBeds.typicalUsageRate,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,metrics.testPositivityRatio,metrics.testPositivityRatioDetails,metrics.caseDensity,metrics.contactTracerCapacityRatio,metrics.infectionRate,metrics.infectionRateCI90,metrics.icuHeadroomRatio,metrics.icuHeadroomDetails,metrics.icuCapacityRatio,riskLevels.overall,metrics.vaccinationsInitiatedRatio,metrics.vaccinationsCompletedRatio,actuals.newDeaths,actuals.vaccinesAdministered
2020-01-22,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-01-23,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-01-24,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-01-25,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-01-26,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-01-27,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-01-28,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-01-29,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-01-30,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-01-31,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-02-01,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-02-02,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-02-03,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-02-04,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-02-05,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-02-06,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-02-07,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-02-08,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-02-09,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-02-10,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-02-11,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-02-12,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-02-13,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-02-14,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-02-15,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-02-16,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-02-17,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-02-18,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-02-19,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-02-20,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-02-21,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-02-22,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-02-23,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-02-24,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-02-25,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-02-26,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-02-27,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-02-28,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-02-29,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-03-01,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-03-02,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-03-03,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-03-04,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-03-05,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-03-06,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-03-07,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-03-08,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-03-09,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-03-10,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-03-11,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-03-12,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-03-13,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-03-14,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-03-15,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-03-16,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-03-17,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-03-18,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,3,0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0,,,,
2020-03-19,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,3,0,,,,,,,,,,,,0,,,,0.0,,0.0,,,,,,,0,,,0,
2020-03-20,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,3,0,,,,,,,,,,,,0,,,,0.0,,0.0,,1.4,0.96,,,,0,,,0,
2020-03-21,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,4,0,,,,,,,,,,,,1,,,,0.0,,0.1,,1.42,0.87,,,,0,,,0,
2020-03-22,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,5,0,,,,,,,,,,,,1,,,,0.0,,0.1,,1.45,0.82,,,,0,,,0,
2020-03-23,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,6,0,,,,,,,,,,,,1,,,,0.0,,0.2,,1.47,0.8,,,,0,,,0,
2020-03-24,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,6,0,,,,,,,,,,,,0,,,,0.0,,0.2,,1.5,0.79,,,,0,,,0,
2020-03-25,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,9,0,,,,,,,,,,,,3,,,,0.0,,0.3,,1.52,0.79,,,,0,,,0,
2020-03-26,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,10,0,,,,,,,,,,,,1,,,,0.0,,0.4,,1.53,0.77,,,,0,,,0,
2020-03-27,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,14,0,,,,,,,,,,,,4,,,,0.0,,0.6,,1.54,0.74,,,,0,,,0,
2020-03-28,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,17,0,,,,,,,,,,,,3,,,,0.0,,0.7,,1.55,0.68,,,,0,,,0,
2020-03-29,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,24,0,,,,,,,,,,,,7,,,,0.0,,1.0,,1.55,0.64,,,,0,,,0,
2020-03-30,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,30,0,,,,,,,,,,,,6,,,,0.0,,1.3,,1.55,0.61,,,,3,,,0,
2020-03-31,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,31,0,,,,,,,,,,,,1,,,,0.0,,1.4,,1.54,0.57,,,,3,,,0,
2020-04-01,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,40,0,,,,,,,,,,,,9,,,,0.0,,1.7,,1.52,0.54,,,,3,,,0,
2020-04-02,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,50,1,,,,,,,,,,,,10,,,,0.0,,2.2,,1.5,0.5,,,,3,,,1,
2020-04-03,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,75,1,,,,,,,,,,,,25,,,,0.0,,3.3,,1.48,0.46,,,,3,,,0,
2020-04-04,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,98,1,,,,,,,,,,,,23,,,,0.0,,4.4,,1.45,0.42,,,,3,,,0,
2020-04-05,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,121,1,,,,,,,,,,,,23,,,,0.0,,5.3,,1.42,0.39,,,,3,,,0,
2020-04-06,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,132,1,,,,,,,,,,,,11,,,,0.0,,5.5,,1.38,0.38,,,,3,,,0,
2020-04-07,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,144,4,,,,,,,,,,,,12,,,,0.0,,6.1,,1.35,0.36,,,,3,,,3,
2020-04-08,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,168,4,,,,,,,,,,,,24,,,,0.0,,6.9,,1.32,0.35,,,,3,,,0,
2020-04-09,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,191,4,,,,,,,,,,,,23,,,,0.0,,7.6,,1.29,0.33,,,,3,,,0,
2020-04-10,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,211,6,,,,,,,,,,,,20,,,,0.0,,7.4,,1.27,0.31,,,,3,,,2,
2020-04-11,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,230,7,,,,,,,,,,,,19,,,,0.0,,7.2,,1.25,0.3,,,,3,,,1,
2020-04-12,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,253,8,,,,,,,,,,,,23,,,,0.0,,7.2,,1.24,0.31,,,,3,,,1,
2020-04-13,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,267,8,,,,,,,,,,,,14,,,,0.0,,7.3,,1.23,0.3,,,,2,,,0,
2020-04-14,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,284,11,,,,,,,,,,,,17,,,,0.0,,7.6,,1.23,0.29,,,,2,,,3,
2020-04-15,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,322,13,,,,,,,,,,,,38,,,,0.0,,8.3,,1.23,0.28,,,,2,,,2,
2020-04-16,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,344,13,,,,,,,,,,,,22,,,,0.0,,8.3,,1.24,0.28,,,,2,,,0,
2020-04-17,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,370,17,,,,,,,,,,,,26,,,,0.167,,8.6,,1.25,0.28,,,,2,,,4,
2020-04-18,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,382,19,,,,,,,,,,,,12,,,,0.167,,8.2,,1.25,0.3,,,,2,,,2,
2020-04-19,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,398,19,,,,,,,,,,,,16,,,,0.143,,7.9,,1.26,0.31,,,,2,,,0,
2020-04-20,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,410,19,,,,,,,,,,,,12,,,,0.214,,7.7,,1.27,0.3,,,,3,,,0,
2020-04-21,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,469,22,,,,,,,,,,,,59,,,,0.262,,10.0,,1.27,0.29,,,,3,,,3,
2020-04-22,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,505,24,,,,,,,,,,,,36,,,,0.319,,9.9,,1.27,0.28,,,,3,,,2,
2020-04-23,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,544,30,,,,,,,,,,,,39,,,,0.319,,10.8,,1.27,0.27,,,,3,,,6,
2020-04-24,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,566,29,,,,,,,,,,,,22,,,,0.205,,10.6,,1.27,0.25,,,,3,,,0,
2020-04-25,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,596,29,,,,,,,,,,,,30,,,,0.218,,11.6,,1.25,0.24,,,,3,,,0,
2020-04-26,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,638,29,,,,,,,,,,,,42,,,,0.23,,13.0,,1.24,0.23,,,,3,,,0,
2020-04-27,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,749,30,,,,,,,,,,,,111,,,,0.195,,18.4,,1.22,0.22,,,,2,,,1,
2020-04-28,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,868,35,,,,,,,,,,,,119,,,,0.17,,21.6,,1.2,0.21,,,,2,,,5,
2020-04-29,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,908,37,,,,,,,,,,,,40,,,,0.137,,21.8,,1.18,0.21,,,,2,,,2,
2020-04-30,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,964,41,,,,,,,,,,,,56,,,,0.163,,22.8,,1.15,0.2,,,,2,,,4,
2020-05-01,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,1012,45,,,,,,,,,,,,48,,,,0.173,,24.2,,1.12,0.18,,,,2,,,4,
2020-05-02,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,1050,48,,,,,,,,,,,,38,,,,0.187,,24.6,,1.09,0.18,,,,2,,,3,
2020-05-03,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,1075,49,,,,,,,,,,,,25,,,,0.203,,23.7,,1.07,0.18,,,,3,,,1,
2020-05-04,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,1135,51,,,,,,,,,,,,60,,,,0.195,,20.9,,1.04,0.18,,,,2,,,2,
2020-05-05,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,1190,51,,,,,,,,,,,,55,,,,0.205,,17.4,,1.01,0.18,,,,3,,,0,
2020-05-06,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,1246,54,,,,,,,,,,,,56,,,,0.208,,18.3,,0.99,0.18,,,,3,,,3,
2020-05-07,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,1302,62,,,,,,,,,,,,56,,,,0.215,,18.3,,0.96,0.18,,,,3,,,8,
2020-05-08,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,1423,68,,,,,,,,,,,,121,,,,0.209,,22.3,,0.94,0.17,,,,3,,,6,
2020-05-09,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,1494,72,,,,,,,,,,,,71,,,,0.196,,24.1,,0.92,0.18,,,,2,,,4,
2020-05-10,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,1510,72,,,,,,,,,,,,16,,,,0.208,,23.6,,0.91,0.19,,,,3,,,0,
2020-05-11,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,1533,77,,,,,,,,,,,,23,,,,0.207,,21.6,,0.89,0.19,,,,3,,,5,
2020-05-12,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,1558,79,,,,,,,,,,,,25,,,,0.204,,19.9,,0.88,0.2,,,,3,,,2,
2020-05-13,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,1584,88,,,,,,,,,,,,26,,,,0.206,,18.3,,0.87,0.2,,,,3,,,9,
2020-05-14,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,1649,99,,,,,,,,,,,,65,,,,0.208,,18.8,,0.87,0.19,,,,3,,,11,
2020-05-15,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,1678,107,,,,,,,,,,,,29,,,,0.191,,13.8,,0.86,0.2,,,,2,,,8,
2020-05-16,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,1716,110,,,,,,,,,,,,38,,,,0.194,,12.0,,0.86,0.2,,,,2,,,3,
2020-05-17,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,1758,112,,,,,,,,,,,,42,,,,0.16,,13.4,,0.86,0.21,,,,2,,,2,
2020-05-18,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,1807,112,,,,,,,,,,,,49,,,,0.144,,14.8,,0.86,0.21,,,,2,,,0,
2020-05-19,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,1838,121,,,,,,,,,,,,31,,,,0.143,,15.2,,0.86,0.21,,,,2,,,9,
2020-05-20,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,1875,126,,,,,,,,,,,,37,,,,0.127,,15.8,,0.87,0.23,,,,2,,,5,
2020-05-21,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,1895,128,,,,,,,,,,,,20,,,,0.101,,13.3,,0.87,0.24,,,,2,,,2,
2020-05-22,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,1919,130,,,,,,,,,,,,24,,,,0.1,,13.1,,0.87,0.24,,,,2,,,2,
2020-05-23,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,1936,143,,,,,,,,,,,,17,,,,0.1,,11.9,,0.88,0.24,,,,2,,,13,
2020-05-24,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,1961,144,,,,,,,,,,,,25,,,,0.108,,11.0,,0.88,0.24,,,,2,,,1,
2020-05-25,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,2028,144,,,,,,,,,,,,67,,,,0.114,,12.0,,0.88,0.25,,,,2,,,0,
2020-05-26,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,2049,149,,,,,,,,,,,,21,,,,0.09,,11.4,,0.88,0.25,,,,2,,,5,
2020-05-27,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,2087,155,,,,,,,,,,,,38,,,,0.085,,11.5,,0.88,0.25,,,,2,,,6,
2020-05-28,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,2120,156,,,,,,,,,,,,33,,,,0.084,,12.2,,0.88,0.25,,,,2,,,1,
2020-05-29,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,2154,158,,,,,,,,,,,,34,,,,0.083,,12.7,,0.87,0.25,,,,2,,,2,
2020-05-30,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,2183,159,,,,,,,,,,,,29,,,,0.074,,13.4,,0.87,0.25,,,,2,,,1,
2020-05-31,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,2214,159,,,,,,,,,,,,31,,,,0.068,,13.7,,0.87,0.25,,,,2,,,0,
2020-06-01,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,2222,159,,,,,,,,,,,,8,,,,0.058,,10.5,,0.87,0.26,,,,2,,,0,
2020-06-02,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,2251,162,,,,,,,,,,,,29,,,,0.062,,10.9,,0.87,0.26,,,,2,,,3,
2020-06-03,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,2284,163,,,,,,,,,,,,33,,,,0.061,,10.7,,0.87,0.26,,,,2,,,1,
2020-06-04,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,2286,164,,,,,,,,,,,,2,,,,0.058,,9.0,,0.88,0.25,,,,1,,,1,
2020-06-05,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,2309,167,,,,,,,,,,,,23,,,,0.052,,8.4,,0.88,0.26,,,,1,,,3,
2020-06-06,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,2330,167,,,,,,,,,,,,21,,,,0.052,,8.0,,0.89,0.26,,,,1,,,0,
2020-06-07,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,2364,167,,,,,,,,,,,,34,,,,0.052,,8.1,,0.9,0.27,,,,1,,,0,
2020-06-08,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,2383,167,,,,,,,,,,,,19,,,,0.05,,8.7,,0.92,0.27,,,,1,,,0,
2020-06-09,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,2401,167,,,,,,,,,,,,18,,,,0.048,,8.1,,0.93,0.28,,,,1,,,0,
2020-06-10,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,2422,168,,,,,,,,,,,,21,,,,0.047,,7.5,,0.95,0.29,,,,1,,,1,
2020-06-11,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,2431,171,,,,,,,,,,,,9,,,,0.047,,7.9,,0.97,0.29,,,,1,,,3,
2020-06-12,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,2453,172,,,,,,,,,,,,22,,,,0.047,,7.8,,0.98,0.31,,,,1,,,1,
2020-06-13,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,2475,179,,,,,,,,,,,,22,,,,0.051,,7.9,,0.99,0.31,,,,1,,,7,
2020-06-14,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,2490,180,,,,,,,,,,,,15,,,,0.048,,6.8,,1.01,0.32,,,,1,,,1,
2020-06-15,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,2497,180,,,,,,,,,,,,7,,,,0.05,,6.2,,1.01,0.31,,,,1,,,0,
2020-06-16,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,2539,180,,,,,,,,,,,,42,,,,0.05,,7.5,,1.02,0.32,,,,1,,,0,
2020-06-17,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,2553,184,,,,,,,,,,,,14,,,,0.048,,7.1,,1.02,0.31,,,,1,,,4,
2020-06-18,US,NJ,Atlantic County,34001,,,iso1:us#iso2:us-nj#fips:34001,2583,187,,,,,,,,,,,,30,,,,0.046,,8.2,,1.02,0.31,,,,1,,,3,
